Country,Version,Language,Date,PDF
Iceland,First (Updated submission),English,18/02/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Iceland%20First/Iceland_updated_NDC_Submission_Feb_2021.pdf
India,First,English,02/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/India%20First/INDIA%20INDC%20TO%20UNFCCC.pdf
Indonesia,First (Archived),English,06/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Indonesia%20First/First%20NDC%20Indonesia_submitted%20to%20UNFCCC%20Set_November%20%202016.pdf
Indonesia,First (Updated submission),English,22/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Indonesia%20First/Updated%20NDC%20Indonesia%202021%20-%20corrected%20version.pdf
Indonesia,First (Updated submission),English,22/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Indonesia%20First/S.275%20-%20Indonesia%20Updated%20NDC%20-%20Corrected%20Version.pdf
Iraq,First,Arabic,15/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Iraq%20First/Iraq%20NDC%20Document.docx
Israel,First (Archived),English,22/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Israel%20First/Israel%20INDC.pdf
Israel,First (Updated submission),English,29/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Israel%20First/NDC%20update%20as%20submitted%20to%20the%20UNFCCC.docx
Jamaica,First (Archived),English,10/04/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Jamaica%20First/Jamaica%27s%20INDC_2015-11-25.pdf
Jamaica,First (Updated submission),English,01/07/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Jamaica%20First/Updated%20NDC%20Jamaica%20-%20ICTU%20Guidance.pdf
Japan,First (Archived),English,08/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Japan%20First/20150717_Japan%27s%20INDC.pdf
Japan,First (Archived),English,31/03/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Japan%20First/SUBMISSION%20OF%20JAPAN%27S%20NATIONALLY%20DETERMINED%20CONTRIBUTION%20(NDC).PDF
Japan,First (Interim-updated submission),English,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Japan%20First/JAPAN_FIRST%20NDC%20(INTERIM-UPDATED%20SUBMISSION).pdf
Japan,First (Updated submission),English,22/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Japan%20First/JAPAN_FIRST%20NDC%20(UPDATED%20SUBMISSION).pdf
Jordan,First (Archived),English,04/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Jordan%20First/Jordan%20INDCs%20Final.pdf
Jordan,First (Updated submission),English,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Jordan%20First/UPDATED%20SUBMISSION%20OF%20JORDANS.pdf
Kazakhstan,First,English,06/12/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kazakhstan%20First/INDC%20Kz_eng.pdf
Kenya,First (Archived),English,28/12/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kenya%20First/Kenya_NDC_20150723.pdf
Kenya,First (Updated submission),English,28/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kenya%20First/Kenya%27s%20First%20%20NDC%20(updated%20version).pdf
Kiribati,First,English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kiribati%20First/INDC_KIRIBATI.pdf
Kuwait,First (Archived),Arabic,23/04/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kuwait%20First/Kuwait%20First%20NDC.pdf
Kuwait,First (Updated submission),Arabic,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kuwait%20First/Kuwait%20updating%20the%20first%20NDC-arabic.pdf
Kuwait,First (Archived),English,23/04/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kuwait%20First/Kuwait%20First%20NDC_English.pdf
Kuwait,First (Updated submission),English,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kuwait%20First/Kuwait%20updating%20the%20first%20NDC-English.pdf
Kyrgyzstan,First (Archived),Russian,18/02/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kyrgyzstan%20First/Kyrgyzstan%20INDC_RUS_final.pdf
Kyrgyzstan,First (Updated submission),Russian,09/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kyrgyzstan%20First/ОНУВ%20РУС%20от%2008102021.pdf
Kyrgyzstan,First (Archived),English,18/02/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kyrgyzstan%20First/Kyrgyzstan%20INDC%20_ENG_%20final.pdf
Kyrgyzstan,First (Updated submission),English,09/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Kyrgyzstan%20First/ОНУВ%20ENG%20от%2008102021.pdf
Lao People's Democratic Republic,First (Archived),English,07/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Lao%20People%27s%20Democratic%20Republic%20First/Lao%20People%27s%20Democratic%20Republic%20First%20NDC.pdf
Lao People's Democratic Republic,First (Updated submission),English,11/05/2021,"https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Lao%20People%27s%20Democratic%20Republic%20First/NDC%202020%20of%20Lao%20PDR%20(English),%2009%20April%202021%20(1).pdf"
Lebanon,First (Archived),English,05/02/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Lebanon%20First/Republic%20of%20Lebanon%20-%20INDC%20-%20September%202015.pdf
Lebanon,First (Updated submission),English,16/03/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Lebanon%20First/Lebanon%27s%202020%20Nationally%20Determined%20Contribution%20Update.pdf
Lesotho,First(Archived),English,20/01/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Lesotho%20First/Lesotho%27s%20INDC%20Report%20%20-%20September%202015.pdf
Lesotho,First,English,22/06/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Lesotho%20First/Lesotho%20First%20NDC.pdf
Liberia,First (Archived),English,27/08/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Liberia%20First/INDC%20Final%20Submission%20Sept%2030%202015%20Liberia.pdf
Liberia,First (Updated submission),English,04/08/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Liberia%20First/Liberia%27s%20Updated%20NDC_RL_FINAL%20(002).pdf
Liechtenstein,First,English,20/09/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Liechtenstein%20First/150422_INDC_FL.pdf
Madagascar,First,French,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Madagascar%20First/Madagascar%20INDC.pdf
Madagascar,First,English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Madagascar%20First/Madagascar%20INDC%20Eng.pdf
Malawi,First (Archived),English,29/06/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Malawi%20First/MALAWI%20INDC%20SUBMITTED%20TO%20UNFCCC%20REV.pdf
Malawi,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Malawi%20First/Malawi%20Updated%20NDC%20July%202021%20submitted.pdf
Malaysia,First (Archived),English,16/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Malaysia%20First/INDC%20Malaysia%20Final%2027%20November%202015%20Revised%20Final%20UNFCCC.pdf
Malaysia,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Malaysia%20First/Malaysia%20NDC%20Updated%20Submission%20to%20UNFCCC%20July%202021%20final.pdf
Maldives,First (Archived),English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Maldives%20First/Maldives%20INDC.pdf
Maldives,First (Updated submission),English,28/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Maldives%20First/Maldives%20Nationally%20Determined%20Contribution%202020.pdf
Mali,First (Archived),French,23/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mali%20First/Mali_revised%20NDC.pdf
Mali,First (Updated submission),French,11/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mali%20First/MALI%20First%20NDC%20update.pdf
Marshall Islands,Second (Archived),English,22/11/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Marshall%20Islands%20Second/20181122%20Marshall%20Islands%20NDC%20to%20UNFCCC%2022%20November%202018%20FINAL.pdf
Marshall Islands,Second (Updated submission),English,31/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Marshall%20Islands%20Second/RMI%20NDC-UpdateUPDATED_01.20.2021.pdf
Letter to UNFCCC regarding,Second (Archived),English,22/11/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Marshall%20Islands%20Second/20181122%20Marshall%20Islands%20NDC%20Minister%20Paul%20to%20UNFCCC%2022%20November%202018%20FINAL.pdf
Marshall Islands,First (Archived),English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Marshall%20Islands%20First/150721%20RMI%20INDC%20JULY%202015%20FINAL%20SUBMITTED.pdf
Mauritania,First (Archived),French,27/02/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mauritania%20First/INDC%20MAURITANIA.pdf
Mauritania,First (Updated submission),French,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mauritania%20First/CDN-actualisé%202021_%20Mauritania.pdf
Mauritius,First (Archived),English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mauritius%20First/Final%20INDC%20for%20Mauritius%2028%20Sept%202015.pdf
Mauritius,First (Updated submission),English,05/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mauritius%20First/Final%20Updated%20NDC%20for%20the%20Republic%20of%20Mauritius%2001%20October%202021.docx
Mexico,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mexico%20First/MEXICO%20INDC%2003.30.2015.pdf
Mexico,First (Updated submission),Spanish,30/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mexico%20First/NDC-Esp-30Dic.pdf
Mexico,First (Updated submission),English,30/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mexico%20First/NDC-Eng-Dec30.pdf
Micronesia (Federated State of),First,English,15/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Micronesia%20(Federated%20State%20of)%20First/Micronesia%20(Federated%20State%20of)%20First%20NDC.pdf
Monaco,First (Archived),French,26/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Monaco%20First/Contribution%20nationale%20Monaco.pdf
Monaco,First (Archived),English,26/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Monaco%20First/Monaco_INDC.pdf
Monaco,First (Updated submission),French,28/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Monaco%20First/Monaco_NDC_2020.pdf
Mongolia,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mongolia%20First/150924_INDCs%20of%20Mongolia.pdf
Mongolia,First (Updated submission),English,13/10/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mongolia%20First/First%20Submission%20of%20Mongolia%27s%20NDC.pdf
Montenegro,First (Archived),English,21/12/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Montenegro%20First/INDCSubmission_%20Montenegro.pdf
Montenegro,First (Updated submission),English,15/06/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Montenegro%20First/Updated%20NDC%20for%20Montenegro.pdf
Morocco,First (Archived),French,19/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Morocco%20First/Morocco%20First%20NDC.pdf
Morocco,First (Updated submission),French,22/06/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Morocco%20First/Moroccan%20updated%20NDC%202021%20_Fr.pdf
Morocco,First-English (Archived),English,19/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Morocco%20First/Morocco%20First%20NDC-English.pdf
Mozambique,First,English,04/06/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mozambique%20First/MOZ_INDC_Final_Version.pdf
Myanmar,First (Archived),English,19/09/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Myanmar%20First/Myanmar%27s%20INDC.pdf
Myanmar,First (Updated submission),English,03/08/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Myanmar%20First/Myanmar%20Updated%20%20NDC%20July%202021.pdf
Namibia,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Namibia%20First/INDC%20of%20Namibia%20Final%20pdf.pdf
Namibia,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Namibia%20First/Namibia%27s%20Updated%20NDC_%20FINAL%2025%20July%202021.pdf
Nauru,First (Archived),English,07/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nauru%20First/Nauru_NDC.pdf
Nauru,First (Updated submission),English,14/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nauru%20First/Nauru%20Updated%20NDC%20pdf.pdf
Nepal,Second,English,08/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nepal%20Second/Second%20Nationally%20Determined%20Contribution%20(NDC)%20-%202020.pdf
Nepal,First (Archived),English,05/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nepal%20First/Nepal%20First%20NDC.pdf
New Zealand,First,English,05/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/New%20Zealand%20First/New%20Zealand%20first%20NDC%20(Archived).pdf
New Zealand,First (Updated submission),English,03/11/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/New%20Zealand%20First/New%20Zealand%20NDC%20November%202021.pdf
Nicaragua,First (Archived),Spanish,03/09/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nicaragua%20First/Contribucion%20Nacionalmente%20Determinada%20Nicaragua.pdf
Nicaragua,First (Updated submission),Spanish,24/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nicaragua%20First/Contribuciones_Nacionales_Determinadas_Nicaragua.pdf
Niger,First,French,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Niger%20First/Niger-INDC-versionfinale.pdf
Niger,First,English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Niger%20First/Niger-INDC-final_Eng.pdf
Nigeria,First (Archived),English,16/05/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nigeria%20First/Approved%20Nigeria%27s%20INDC_271115.pdf
Nigeria,First (Archived),English,27/05/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nigeria%20First/NDC%20INTERIM%20REPORT%20SUBMISSION%20-%20NIGERIA.pdf
Nigeria,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nigeria%20First/NIGERIA%202021%20NDC-FINAL.pdf
Niue,First,English,28/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Niue%20First/Niue%20INDC%20Final.pdf
Norway,First (Archived),English,20/06/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Norway%20First/NorwayINDC%20(Archived).pdf
Norway,First (Updated submission),English,07/02/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Norway%20First/Norway_updatedNDC_2020%20(Updated%20submission).pdf
Oman,Second,English,29/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Oman%20Second/Second%20NDC%20Report%20Oman.pdf
Oman,First (Archived),Arabic,22/05/2019,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Oman%20First/OMAN%20INDCs.pdf
Pakistan,First (Archived),English,10/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Pakistan%20First/Pak-INDC.pdf
Pakistan,First (Abridged version of updated submission),English,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Pakistan%20First/Abridged%20Version%20of%20Updated%20Pakistan%20NDCs.docx
Pakistan,First (Updated submission),English,21/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Pakistan%20First/Pakistan%20Updated%20NDC%202021.pdf
Palau,First,English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Palau%20First/Palau_INDC.Final%20Copy.pdf
Panama,First (Archived),Spanish,18/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Panama%20First/PANAMA%20NDC.pdf
Panama,First (Updated submission),Spanish,28/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Panama%20First/CDN1%20Actualizada%20República%20de%20Panamá.pdf
Papua New Guinea,Second Summary,English,16/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Papua%20New%20Guinea%20Second/PNG%20Enhanced%20NDC%202020%20Summary.pdf
Papua New Guinea,Second,English,16/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Papua%20New%20Guinea%20Second/PNG%20Second%20NDC.pdf
Papua New Guinea,First (Archived),English,24/03/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Papua%20New%20Guinea%20First/PNG_INDC%20to%20the%20UNFCCC.pdf
Paraguay,First (Archived),Spanish,14/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Paraguay%20First/Documento%20INDC%20Paraguay%2001-10-15.pdf
Paraguay,First (Updated submission),Spanish,16/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Paraguay%20First/ACTUALIZACIÓN%20DE%20LA%20NDC%20DEL%20PARAGUAY_Versión%20Final.pdf
Peru,First (Archived),Spanish,25/07/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Peru%20First/iNDC%20Perú%20castellano.pdf
Peru,First (Updated submission),Spanish,18/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Peru%20First/Reporte%20de%20Actualización%20de%20las%20NDC%20del%20Perú.pdf
Peru,First (Archived),English,25/07/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Peru%20First/iNDC%20Perú%20english.pdf
Philippines,First,English,15/04/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Philippines%20First/Philippines%20-%20NDC.pdf
Qatar,First (Archived),Arabic,23/06/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Qatar%20First/Qatar%20INDCs%20Report%20-%20Arabic.pdf
Qatar,First (Updated submission),Arabic,24/08/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Qatar%20First/Qatar%20NDC%20-%20Arabic.pdf
Qatar,First (Archived),English,23/06/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Qatar%20First/Qatar%20INDCs%20Report%20-English.pdf
Qatar,First (Updated submission),English,24/08/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Qatar%20First/Qatar%20NDC.pdf
Submission letter_Qatar,First (Updated submission),English,24/08/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Qatar%20First/submit%20the%20Nationally%20Determined%20Contribution%20to%20Executive%20Secretary%20of%20UNFCC.pdf
Republic of Korea,First (Archived),English,03/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Korea%20First/INDC%20Submission%20by%20the%20Republic%20of%20Korea%20on%20June%2030.pdf
Republic of Korea,First (Updated submission),English,30/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Korea%20First/201230_ROK%27s%20Update%20of%20its%20First%20NDC_editorial%20change.pdf
Republic of Moldova,First (Archived),English,20/06/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Moldova%20First/INDC_Republic_of_Moldova_25.09.2015.pdf
Republic of Moldova,First (Updated submission),English,04/03/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Moldova%20First/MD_Updated_NDC_final_version_EN.pdf
Russian Federation,First,Russian,25/11/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Russian%20Federation%20First/NDC_RF_ru.pdf
Russian Federation,First,English,25/11/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Russian%20Federation%20First/NDC_RF_eng.pdf
Rwanda,First (Archived),English,06/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Rwanda%20First/INDC_Rwanda_Nov.2015.pdf
Rwanda,First (Updated submission),English,20/05/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Rwanda%20First/Rwanda_Updated_NDC_May_2020.pdf
Saint Kitts and Nevis,First (Archived),English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saint%20Kitts%20and%20Nevis%20First/St.%20Kitts%20and%20Nevis%20INDC.pdf
Saint Kitts and Nevis,First (Updated submission),English,25/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saint%20Kitts%20and%20Nevis%20First/St.%20Kitts%20and%20Nevis%20Revised%20NDC_Updated.pdf
Saint Lucia,First (Archived),English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saint%20Lucia%20First/Saint%20Lucia%27s%20INDC%2018th%20November%202015.pdf
Saint Lucia,First (Updated submission),English,27/01/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saint%20Lucia%20First/Saint%20Lucia%20First%20NDC%20(Updated%20submission).pdf
Saint Vincent and the Grenadines,First,English,29/06/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saint%20Vincent%20and%20the%20Grenadines%20First/Saint%20Vincent%20and%20the%20Grenadines_NDC.pdf
Samoa,Second,English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Samoa%20Second/Samoa%27s%20Second%20NDC%20for%20UNFCCC%20Submission.pdf
Samoa,First (Archived),English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Samoa%20First/Samoa%20INDC_Submission%20to%20UNFCCC.pdf
San Marino,First,English,26/09/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/San%20Marino%20First/SAN%20MARINO%20INDC%20EN.pdf
Sao Tome and Principe,First (Archived),English,02/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sao%20Tome%20and%20Principe%20First/STP_INDC%20_Ingles_30.09.pdf
Sao Tome and Principe,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sao%20Tome%20and%20Principe%20First/Updated_NDC_STP_2021_EN_.pdf
Saudi Arabia,First (Archived),Arabic,03/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saudi%20Arabia%20First/KSA-INDCs%20Arabic.pdf
Saudi Arabia,First (Updated submission),English,23/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saudi%20Arabia%20First/KSA%20NDC%202021%20FINAL%20v24%20Submitted%20to%20UNFCCC.pdf
Saudi Arabia,First (Archived),English,03/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saudi%20Arabia%20First/KSA-INDCs%20English.pdf
Saudi Arabia,First (Updated submission),English,23/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saudi%20Arabia%20First/To%20UNFCCC-%201st%20Updated%20NDC%20Submission%20letter.PDF
Senegal,First,French,29/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Senegal%20First/CDNSenegal%20approuvée-pdf-.pdf
Serbia,First,English,25/07/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Serbia%20First/Republic_of_Serbia.pdf
Seychelles,First (Archived),English,29/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Seychelles%20First/INDC%20of%20Seychelles.pdf
Seychelles,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Seychelles%20First/Seychelles%20-%20NDC_Jul30th%202021%20_Final.pdf
Sierra Leone,First (Archived),English,01/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sierra%20Leone%20First/SIERRA%20LEONE%20INDC.pdf
Sierra Leone,First (Updated submission),English,31/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sierra%20Leone%20First/210804%202125%20SL%20NDC%20(1).pdf
Singapore,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Singapore%20First/Singapore%20INDC.pdf
Singapore,First (Updated submission),English,31/03/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Singapore%20First/Singapore%27s%20Update%20of%201st%20NDC.pdf
Solomon Islands,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Solomon%20Islands%20First/SOLOMON%20ISLANDS%20INDC.pdf
Solomon Islands,First (Updated submission),English,19/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Solomon%20Islands%20First/NDC%20Report%202021%20Final%20Solomon%20Islands%20(1).pdf
Somalia,First (Archived),English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Somalia%20First/Somalia%27s%20INDCs.pdf
Somalia,First (Updated submission),English,31/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Somalia%20First/Final%20Updated%20NDC%20for%20Somalia%202021.pdf
South Africa,First (Archived),English,01/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/South%20Africa%20First/South%20Africa.pdf
South Africa,First (Updated submission),English,27/09/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/South%20Africa%20First/South%20Africa%20updated%20first%20NDC%20September%202021.pdf
South Sudan,Second,English,21/09/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/South%20Sudan%20Second/South%20Sudan%27s%20Second%20Nationally%20Determined%20Contribution.pdf
South Sudan,First,English,23/02/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/South%20Sudan%20First/South%20Sudan%20Intended%20Nationally%20Determined%20%20%20%20Contribution.pdf
Sri Lanka,First (Archived),English,06/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sri%20Lanka%20First/NDCs%20of%20Sri%20Lanka.pdf
Sri Lanka,First (Archived-Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sri%20Lanka%20First/NDCs%20of%20Sri%20Lanka-2021.pdf
Sri Lanka,First (Updated submission),English,24/09/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sri%20Lanka%20First/Amendmend%20to%20the%20Updated%20Nationally%20Determined%20Contributions%20of%20Sri%20Lanka.pdf
State of Palestine,First (Archived),English,21/08/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/State%20of%20Palestine%20First/State%20of%20Palestine%20First%20NDC.pdf
State of Palestine,First (Updated submission),English,10/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/State%20of%20Palestine%20First/Updated%20NDC_%20State%20of%20Palestine_2021_FINAL.pdf
